nome;Indirizzo;Colore Pin;Nascosto;Referente;Email;Telefono;Cellulare;Mandanti;P.IVA/C.F.;Freezco ;consegna;bonifico;fattura;incasso;incasso mancato;proroga;Visite Totali;visita dal cliente;telefonata;email;altro;Ultima Visita;Latitudine;Longitudine;Note;GentmoID
Selvatico Roma;Lungotevere Salvo D'Acquisto, 21A, 00196 Roma RM, Italia;rosso;;;;+39 339 415 4815;;;;0;2;0;0;0;0;0;2;1;0;0;1;19/09/25;41.93480539999999;12.4676934;"Preso da simone
";gentmo.c.-O_YLoreT-mVlBPmL0wg
Seu Pizza Illuminati;Via Angelo Bargoni, 10 - 18, 00153 Roma RM, Italia;rosso;;;;+39 06 588 3384;;;;0;4;0;0;0;0;0;4;0;0;0;4;;41.87965579999999;12.4683423;;gentmo.c.-ODCnMKDqty9bn6clvgO
Sfilo - Cucina & Aperitivo;Via Zaccanopoli, 7, 00173 Roma RM, Italia;rosso;;;;+39 345 237 0186;;;;0;6;0;0;0;0;0;6;6;0;0;0;05/06/25;41.8333998;12.5998222;;gentmo.c.-ONz08UymOcac2nyMGsd
Sgarbato;Via delle Sette Chiese, 107e, 00145 Roma RM, Italia;rosso;x;;;+39 351 501 6718;;;;0;0;0;0;0;0;0;0;0;0;0;0;;41.8603805;12.4932263;;gentmo.c.-ODHQWb5H80ZL0COwcVv
Sina Bernini Bristol, Autograph Collection;P.za Barberini, 23, 00187 Roma RM, Italia;rosso;;;;+39 06 488931;;;;0;30;14;14;0;0;0;34;14;0;0;20;29/10/25;41.9040051;12.4893662;;gentmo.c.-ORZC9z4tL5qKuorUdi8
Sinners Club Roma ~ Ristorante & Cocktail Bar;Via Portuense, 82, 00153 Roma RM, Italia;rosso;;;;+39 375 906 1244;;;;0;1;0;0;0;1;0;1;1;0;0;0;10/03/25;41.8789941;12.4684927;;gentmo.c.-OKQZ_HgAuc_ReNl0Y_r
Sinners'Lodge;Via Gallarate, 6, 00182 Roma RM, Italia;rosso;;;;+39 333 543 8255;;;;0;6;0;0;0;0;0;6;4;0;0;2;03/07/25;41.8875432;12.5218053;;gentmo.c.-OJ1BimJXgEnz4KyTELv
Sistina 52;Via Sistina, 52, 00187 Roma RM, Italia;rosso;;;;+39 392 145 8306;;;;0;33;0;0;2;0;0;35;21;0;0;14;29/09/25;41.9050531;12.4851312;;gentmo.c.-OLFOBymlv1ANPmLTRFL
Social bar ;Piazza delle Iris 19, 00171 Roma Lazio, Italia;rosso;;;;;;;;1;103;1;1;1;0;0;108;48;0;0;60;21/12/25;41.8880653;12.5671605;;gentmo.c.-OM2ttH7b8mrDI4KK0fu
Sora Mirella ~ La Grattachecca dal 1915;Lungotevere degli Anguillara, 00186 Roma RM, Italia;rosso;;;;+39 388 735 6169;;;;0;1;0;0;0;0;0;1;1;0;0;0;05/04/25;41.8897369;12.4768924;;gentmo.c.-ODHUF-TH5mXStNHuL-c
Sorso Drink & Food;Via Ostiense, 187, 00154 Roma RM, Italia;rosso;;;;+39 06 9887 2803;;;;0;64;0;0;1;0;0;66;34;0;0;32;07/11/25;41.8604993;12.4786459;;gentmo.c.-OKQYofV0JPZtmDYfMAx
Sotto la Cenere;Via Tommaso Campanella, 42, 00195 Roma RM, Italia;rosso;;;;+39 06 6941 6398;;;;0;1;0;0;0;0;0;1;1;0;0;0;29/05/25;41.9105182;12.4509518;;gentmo.c.-ORQx3O4mTr_AA3MDj01
Sottosopra Trastevere;Via Di Ponte Sisto, 67, 00153 Roma RM, Italia;rosso;;;;+39 06 589 4554;;;;0;0;0;0;0;0;0;1;1;0;0;0;06/12/24;41.891844;12.4694653;;gentmo.c.-ODEDa4oeTGR4mGAUZae
Spaten Lounge Restaurant;Viale America, 73/79, 00144 Roma RM, Italia;rosso;;;;+39 06 591 3841;;mandante 2;;0;54;0;0;0;0;0;56;16;0;0;40;09/11/25;41.831516;12.4629907;;gentmo.c.-OQUP3jwquY77Eq1rrJq
Speakeasy diSTEELleria;Via Gaspara Stampa, 53, 00137 Roma RM, Italia;rosso;;;;+39 352 077 0409;;;;0;0;0;0;0;0;0;1;0;0;0;1;;41.9464952;12.5596677;;gentmo.c.-ObTWU0PE5uFzBijp2I3
Spirito Pigneto;Via Fanfulla da Lodi, 53, 00176 Roma RM, Italia;nero;;;;+39 327 298 3900;;;;0;1;0;0;0;0;0;1;0;0;0;1;;41.8891992;12.5305599;;gentmo.c.-OZdS4JhTys95Ret7cnJ
Spun Cafè - Ponte Milvio;Via Cassia Antica, 6A, 00191 Roma RM, Italia;rosso;;;;+39 331 238 2125;;;;0;16;0;0;0;0;0;16;8;0;0;8;09/11/25;41.9381062;12.466097;;gentmo.c.-ORXEHUdQL9Mxj50lTxv
Stappo;Via Giovanni Filippo Ingrassia, 27, 00152 Roma RM, Italia;rosso;;;;+39 06 535210;;;;0;34;0;0;0;0;0;36;18;0;0;18;14/12/25;41.8729485;12.4569093;;gentmo.c.-ODHQeFhOQPw9nMaXBsP
Star On The Beach;Lungomare Duca degli Abruzzi, 84, 00121 Lido di Ostia RM, Italia;rosso;;;;+39 347 366 9072;;;;0;2;0;0;1;0;0;2;2;0;0;0;18/03/25;41.7389212;12.244951;;gentmo.c.-OKQYDJ3EsQw_Hd7-1Cr
Stazione 38;Piazza della Radio, 38, 00146 Roma RM, Italia;rosso;x;;;+39 06 9453 3899;;;;0;1;0;0;0;0;0;1;1;0;0;0;12/05/25;41.869394;12.4667724;;gentmo.c.-ODMq_eFVKYN6ZkHnCDU
Striscia la pizza;Vicolo del Cinque, 44/45, 00153 Roma RM, Italia;rosso;;;;+39 392 825 1408;;;;0;0;0;0;0;0;0;0;0;0;0;0;;41.8908807;12.4695524;;gentmo.c.-ODNpeeYoqi4FJSIRjoN
Studio Fiduciario Bernasconi Leonardo SA;Via Greina 3, 6900 Lugano, Svizzera;rosso;x;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;;46.0083159;8.955105300000001;;gentmo.c.-OL5Qo2Z1FHHZBNuaVzZ
Sugo Ponte Milvio;Viale di Tor di Quinto, 11, 00191 Roma RM, Italia;rosso;;;;+39 06 3322 1939;;;;0;1;0;0;0;0;0;1;0;0;0;1;;41.9371817;12.4670341;;gentmo.c.-OVvpYHxFNPus5IeTUeL
Sundace ;Via Appia Antica 400, 00134 Roma Lazio, Italia;rosso;;;;;;;;0;4;0;0;0;0;0;5;3;0;0;2;13/07/25;41.7992168;12.5758906;;gentmo.c.-OTwT8Of5rgzzlpRqvZW
T Bar Ostiense | Colazione | Pranzo | Aperitivo | Cena | Cocktail Bar;Via Ostiense, 182/A, 00154 Roma RM, Italia;nero;;;;+39 06 574 0009;;;;1;1;0;0;0;0;0;1;0;0;0;1;;41.8630872;12.4781206;;gentmo.c.-OgMJQo2BEQ0uZsSom19
TIMO ROMA;Lungotevere degli Anguillara, 9, 00153 Roma RM, Italia;rosso;;;;;;;;0;0;0;0;0;0;0;1;1;0;0;0;05/07/25;41.890012;12.4754927;;gentmo.c.-OS0BZzY949Gyl1M7XJN
Taba Café Campo de' Fiori;Campo de' Fiori, 13/14, 00186 Roma RM, Italia;rosso;;;;+39 06 6813 5590;;;;0;1;0;0;0;0;0;1;1;0;0;0;02/04/25;41.8954642;12.4719555;;gentmo.c.-ODHtF6krgj2fEH8ojro
Tacito;Via Tacito, 18, 00193 Roma RM, Italia;rosso;;;;+39 06 4299 0584;;;;0;14;0;2;0;0;0;16;10;0;0;6;16/07/25;41.9079855;12.4670738;;gentmo.c.-OLi2j_bmXBz9Pz6Qady
Tauro's Pub & Grill;Lungomare delle Sirene, 164A, 00071 Torvaianica RM, Italia;rosso;;;;+39 06 915 5796;;;;0;18;0;0;0;0;0;18;11;0;0;7;28/11/25;41.62933020000001;12.4534623;;gentmo.c.-OKQWqiS8Wu6pPoBuRUv
Taverna 51;Via della Lungaretta, 85, 00153 Roma RM, Italia;rosso;;;;+39 06 580 3403;;;;0;32;0;0;0;0;0;33;6;0;0;27;20/08/25;41.88962019999999;12.4715528;;gentmo.c.-OSaM8A0qRcVycDEIYVQ
Taverna Lucifero;Via del Monte della Farina, 43, 00186 Roma RM, Italia;rosso;;;;+39 06 6880 5536;;;;0;1;0;0;0;0;0;1;1;0;0;0;14/07/25;41.894891;12.4749815;;gentmo.c.-ODHumh0i-PBi5EHtlfY
Taverna Trilussa Trastevere;Via del Politeama, 23/25, 00153 Roma RM, Italia;rosso;;;;+39 06 581 8918;;;;0;4;0;0;0;0;0;4;2;0;0;2;05/07/25;41.8907016;12.4711323;;gentmo.c.-ODHt4icQkC0inH1lhKV
Temakinho;Via dei Serpenti, 16, 00187 Roma RM, Italia;rosso;;;;+39 06 4201 6656;;;;0;1;0;0;0;0;0;1;1;0;0;0;10/06/25;41.8954954;12.490399;;gentmo.c.-OSQ-UhFwMbnkNelDyxK
Temakinho Roma Borgo;Borgo Angelico, 30, 00193 Roma RM, Italia;rosso;;;;+39 06 6819 2596;;;;0;11;5;5;0;0;0;12;4;0;0;8;17/07/25;41.9050473;12.4597169;;gentmo.c.-OMc8S0DyaJaTDXhbYQD
Tenuta Odorici;Vicolo del Casale di S. Nicola, 52, 00123 Roma RM, Italia;rosso;;;;+39 339 357 5886;;;;0;0;0;0;0;0;0;0;0;0;0;0;;42.0042269;12.3539452;;gentmo.c.-ObDFF_Jl_6rtBKpD7AD
Tenuta del Duca (Fiumicino);Via Carlo del Prete, snc, 00054 Fiumicino RM, Italia;rosso;;;;+39 366 238 6289;;;;0;0;0;0;0;0;0;0;0;0;0;0;;41.78194490000001;12.2543389;;gentmo.c.-OKQaDKRrC0MVRQWHrYD
Terra Mia Pizzeria Napoletana con cucina;Via Reggio Emilia, 10, 00198 Roma RM, Italia;rosso;;;;+39 06 3529 1618;;;;0;14;0;0;0;0;0;14;4;0;0;10;23/10/25;41.911562;12.5038539;;gentmo.c.-OSZb2XN6T8fPKXh3bJT
Terra Satis;Piazza dei Ponziani, 1, 00153 Roma RM, Italia;rosso;;;;+39 06 9893 6909;;;;0;1;0;0;0;0;0;1;1;0;0;0;02/06/25;41.8883541;12.477919;;gentmo.c.-ORlfHfqg9PgAQUyM_1-
Terrazza Borghese - Restaurant & Lounge Bar;Via Campania, 45, 00187 Roma RM, Italia;rosso;;;;+39 06 8115 2232;;;;0;1;0;0;0;0;0;1;1;0;0;0;18/06/25;41.9096824;12.4908418;;gentmo.c.-OSyfUXedMZ4dhH5mO2h
Terrazza Tevere Botanical Rooftop;Lungotevere Portuense, 200, 00153 Roma RM, Italia;rosso;;;;+39 06 5528 6951;;;;0;40;0;0;0;0;0;41;8;0;0;33;28/10/25;41.8752052;12.4693301;;gentmo.c.-OSeOWnMTnPv4mjUhm1v
The Bad Church - Tattoo & Piercing;Vicolo del Bologna, 13, 00153 Roma RM, Italia;rosso;;;;+39 380 470 8171;;;;0;0;0;0;0;0;0;0;0;0;0;0;;41.8909237;12.4688295;;gentmo.c.-ODXD0qrL1fZ9QyyJ-LU
The Barber Shop Speakeasy;Via Iside, 2, 00184 Roma RM, Italia;nero;;;;+39 348 797 5289;;;;4;7;0;0;0;0;0;8;3;0;0;5;06/11/25;41.8893261;12.5021296;;gentmo.c.-OEYvOGkjpyW9CFbAmEo
The Bulldog Rome;Via Vittoria Colonna, 48, 00193 Roma RM, Italia;rosso;x;;;+39 06 6400 2019;;;;0;0;0;0;0;0;0;0;0;0;0;0;;41.9050753;12.4713114;;gentmo.c.-ODHSm5EnvFO1A1OyNao
The Court;Via Labicana, 125, 00184 Roma RM, Italia;rosso;;;;+39 06 6935 4581;;;;0;4;0;0;0;0;0;4;4;0;0;0;20/06/25;41.8901572;12.4955595;;gentmo.c.-ON4_01bJ--mAqIGgb87
The Farm Agripub;Via Pantano, 41, 00012 Guidonia Montecelio RM, Italia;rosso;x;;;+39 348 782 3270;;;;0;2;0;0;0;0;0;2;2;0;0;0;25/03/25;41.9858489;12.7243254;;gentmo.c.-OLEpIZwRreqTnn3XgqK
The Fight Club Roma;Via Luca Ghini, 33, 00172 Roma RM, Italia;rosso;;;;+39 392 113 3866;;;;0;13;0;1;0;0;0;15;12;0;0;3;01/07/25;41.8779663;12.5804413;;gentmo.c.-OL6BfiCmLnxd_dbLh7m
The Flat by Macan;Viale Claudio Marcello, 1, 00184 Roma RM, Italia;rosso;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;;41.87936029999999;12.4970897;;gentmo.c.-OQo2Crc3G8c3SojuBwX
The Glam Hotel;Via Nazionale, 82, 00184 Roma RM, Italia;rosso;;;;+39 06 9934 5430;;;;0;21;14;14;0;0;0;21;2;0;0;19;21/12/25;41.8988762;12.4906998;;gentmo.c.-Oa55aLEB7Y3h2MYyFGR
The Guardian Hotel;Via Palestro, 13, 00185 Roma RM, Italia;rosso;;;;+39 06 8115 3633;;;;0;19;9;9;0;0;0;22;9;0;0;13;18/10/25;41.9073776;12.5009522;;gentmo.c.-OTXmSCQj3nBKKQwotwZ
The Hole;Via dei Vascellari, 16, 00153 Roma RM, Italia;rosso;;;;+39 06 589 4432;;;;0;0;0;0;0;0;0;0;0;0;0;0;;41.8884668;12.4781241;;gentmo.c.-OQf-FjhL2wmfBswZpcW
The Independent Hotel;Via Volturno, 48, 00185 Roma RM, Italia;rosso;;;;+39 06 445 2657;;;;0;4;2;2;0;0;0;4;2;0;0;2;05/08/25;41.90392299999999;12.5006838;;gentmo.c.-OThJbsSYwyP8NKmAtGf
The One Padel - Campi di Padel Indoor climatizzati;Via di Vigna Girelli, 88, 00148 Roma RM, Italia;rosso;;;;+39 351 596 7851;;;;0;0;0;0;0;0;0;0;0;0;0;0;;41.8412855;12.4283299;;gentmo.c.-Ob-JVo6EZeBUS1uT0E0
The Republic Hotel;Via Gaeta, 61, 00185 Roma RM, Italia;rosso;;;;+39 06 8115 7001;;;;0;0;0;0;0;0;0;0;0;0;0;0;;41.9040914;12.4997283;;gentmo.c.-OTgGMUs3lxY24pEh-qQ
The Sanctuary Eco Retreat;Via delle Terme di Traiano, 4A, 00184 Roma RM, Italia;nero;;;;+39 06 8379 6820;;;;1;4;0;0;0;0;0;4;2;0;0;2;28/05/25;41.8934119;12.4983917;;gentmo.c.-OOcFm1rv0O6iGL1ACfy
The St. Regis Rome;Via Vittorio Emanuele Orlando, 3, 00185 Roma RM, Italia;rosso;x;;;+39 06 47091;;;;0;1;0;0;0;0;0;1;1;0;0;0;06/05/25;41.9040717;12.4948729;;gentmo.c.-OPWYSGN0MWaQRx_gY6v
The Surge;Via della Madonna dei Monti, 83, 00184 Roma RM, Italia;rosso;;;;+39 06 4342 9317;;;;0;0;0;0;0;0;0;0;0;0;0;0;;41.89405639999999;12.4892158;;gentmo.c.-OIG3vHrQxdkAtW4O18l
The Tribune - JDV by Hyatt;Via Campania, 45, 00187 Roma RM, Italia;rosso;;;;+39 06 6228 3753;;;;0;53;20;20;0;0;0;55;17;0;0;38;14/08/25;41.9096824;12.4908418;;gentmo.c.-OSylhZLoV5tK1ScYdYs
Titanic;Via Val Cristallina, 8, 00141 Roma RM, Italia;rosso;;;;+39 06 818 4892;;;;0;0;0;0;0;0;0;0;0;0;0;0;;41.93886499999999;12.5290065;;gentmo.c.-ODMpMFwBaVey3T1lPpy
Tivā - Pokè & more;Via dei Lincei, 17, 00147 Roma RM, Italia;rosso;;;;+39 06 1458 5468;;;;0;3;0;0;0;0;0;3;1;0;0;2;15/07/25;41.85457359999999;12.4958713;;gentmo.c.-OU_FSUSCYFPUBFSYoV6
ToMe' Fish and Food;Via Redipuglia, 3a, 07026 Olbia SS, Italia;rosso;;;;+39 340 395 5948;;;;0;0;0;0;0;0;0;0;0;0;0;0;;40.9179026;9.495425;;gentmo.c.-OYevXKrWxY1Y4KW3Mg8
Toma 52 - Trattoria Gourmet;Via Cremona, 52b, 00161 Roma RM, Italia;rosso;;;;+39 06 512 6917;;;;0;49;0;0;1;0;0;51;27;0;0;24;18/10/25;41.9104709;12.5192142;;gentmo.c.-OLRMljuMThOe-_hiYIc
Totem Garden Bar;Largo Alessandrina Ravizza, 1, 00152 Roma RM, Italia;rosso;;;;+39 351 963 7392;;;;0;13;0;0;1;0;0;14;14;0;0;0;14/05/25;41.8720973;12.4499807;;gentmo.c.-OL8y17nG-XgQF6uzhzo
Traffic Live Club;Via Prenestina, 738, 00155 Roma RM, Italia;rosso;;;;+39 349 450 0854;;;;0;36;0;0;0;0;0;37;15;0;0;22;31/10/25;41.8933944;12.5880441;;gentmo.c.-ODHU2NQUAQrzl36xKxD
Trattoria Al Tettarello;Via dei Capocci, 4, 00184 Roma RM, Italia;rosso;;;;+39 06 474 2130;;;;0;4;0;0;0;0;0;4;1;0;0;3;14/12/25;41.8958556;12.4931168;;gentmo.c.-OZoSgWAj_zGXEmmjnm2
Trattoria Da Enzo al 29;Via dei Vascellari, 29, 00153 Roma RM, Italia;rosso;;;;+39 06 581 2260;;;;0;5;0;0;0;0;0;6;6;0;0;0;18/06/25;41.8880847;12.4778554;;gentmo.c.-OS_9G7djBPaPdD0ve0v
Trattoria Da Teo;Piazza dei Ponziani, 7A, 00153 Roma RM, Italia;rosso;;;;+39 06 581 8355;;;;0;0;0;0;0;0;0;0;0;0;0;0;;41.88851469999999;12.4776931;;gentmo.c.-ODHt0g0nmQaDEwt254p
Trattoria Strozzaquintino;Via Silvestro Gherardi, 51, 00146 Roma RM, Italia;rosso;x;;;+39 06 4543 3555;;;;0;1;0;0;0;0;0;1;1;0;0;0;02/04/25;41.86269300000001;12.4713952;;gentmo.c.-OMnQ_cdTPr5D9G8zdse
Trattoria Zampagna;Via Ostiense, 179, 00154 Roma RM, Italia;rosso;;;;+39 06 574 2306;;;;0;1;0;0;0;0;0;1;1;0;0;0;14/11/25;41.8606603;12.4786812;;gentmo.c.-OeIPLS7gNumqX-a4-xY
Treebar;Via Flaminia, 226, 00196 Roma RM, Italia;rosso;x;;;+39 06 4977 3501;;;;0;3;1;1;0;1;0;4;4;0;0;0;15/03/25;41.9231495;12.4715044;;gentmo.c.-OD7NThJ6XS33M3lRVSL
Treefolk's Public House;Viale di Trastevere, 192, 00153 Roma RM, Italia;rosso;;;;+39 06 8765 0779;;;;0;50;21;21;0;0;0;51;28;0;0;23;11/11/25;41.879039;12.4657607;;gentmo.c.-ODI7mDPeMYZWZKYdnQj
Tribuna Campitelli;Via della Tribuna di Campitelli, 00186 Roma RM, Italia;viola;;;;+39 06 9600 7084;;;;0;1;0;0;0;0;0;1;0;0;0;1;;41.8930792;12.4789122;;gentmo.c.-OaATwUr-8H52JtW39El
Trinity College Pub;Via del Collegio Romano, 6, 00186 Roma RM, Italia;rosso;;;;+39 06 678 6472;;;;0;5;0;2;0;0;0;5;1;0;0;4;23/05/25;41.89884299999999;12.480833;;gentmo.c.-OQeOsm_LG6wccfTuo_D
Tyler Ponte Milvio;Via Riano, 3, 00191 Roma RM, Italia;rosso;;;;+39 392 379 4887;;;;0;27;0;1;2;0;0;30;10;0;0;20;13/12/25;41.9387822;12.469127;;gentmo.c.-OLFQLucW3vRq8kcM_Cl
Variabile Drink & Food;P.za Vittorio Emanuele II, 136, Via Leopardi, 29, 00185 Roma RM, Italia;rosso;;;;+39 348 575 5687;;;;0;5;0;1;0;0;0;6;5;0;0;1;20/06/25;41.89466579999999;12.5023053;;gentmo.c.-OM1qweg7e-qCIL3FLCh
Vecio;Via dei Banchi Vecchi, 140A, 00186 Roma RM, Italia;rosso;;;;+39 06 9970 5292;;;;0;6;0;0;0;0;0;6;5;0;0;1;21/12/25;41.89756579999999;12.4678416;;gentmo.c.-OMZ4rNcVHQZuhmFrTN8
Velvet Studio;Via Taro, 28, 00199 Roma RM, Italia;rosso;;;;+39 334 951 5854;;;;0;1;0;0;0;0;0;1;1;0;0;0;22/03/25;41.92215059999999;12.5062613;;gentmo.c.-OLuIXG1qH9jjqDzMKAx
Via Salvatore Quasimodo;Via Salvatore Quasimodo, 80025 Casandrino NA, Italia;rosso;x;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;;40.9293902;14.237485;;gentmo.c.-ORxZC_9r9iH8ehIpJ-1
Vibe Listening Bar;Viale S. Nilo, 107, 00046 Grottaferrata RM, Italia;rosso;;;;+39 340 234 8536;;;;0;11;0;0;0;0;0;11;1;0;0;10;04/12/25;41.7929115;12.6678504;;gentmo.c.-OauIlEIw2X0bkJHmJr4
Vico Pizza&Wine Roma;Piazza Rondanini, 47, 00186 Roma RM, Italia;rosso;;;;+39 06 8780 9501;;;;0;78;0;0;1;0;0;81;45;0;0;36;21/12/25;41.899788;12.4759876;;gentmo.c.-OL5cV1Wt9xuibKqF5My
Vigna Roma;Via di S. Giovanni Decollato, 6, 00186 Roma RM, Italia;rosso;;;;+39 06 9259 3125;;;;0;1;0;0;0;0;0;1;0;0;0;1;;41.8906864;12.4822891;;gentmo.c.-OYbsJAWDA40RMngophm
Villa Mura;Via Cristoforo Ferrari, 147, 00012 Guidonia Montecelio RM, Italia;rosso;x;;;+39 333 718 6856;;;;0;1;0;0;0;0;0;1;1;0;0;0;22/06/25;42.0056551;12.7503509;;gentmo.c.-OTD9aFc7xo0uE7fxZev
Villa York Sporting Club Monteverde;Via di Affogalasino, 40, 00148 Roma RM, Italia;rosso;;;;+39 06 657 0535;;;;0;1;0;0;0;0;0;1;1;0;0;0;10/07/25;41.863887;12.4305892;;gentmo.c.-OUkEhTqEMUvg4IbFxn8
Vilon;Via dell'Arancio 69, 00186 Roma Lazio, Italia;rosso;;;;;;;;0;1;0;0;0;0;0;1;1;0;0;0;21/06/25;41.9046215;12.476397;;gentmo.c.-OTI8_-jVE1KsrDaTjtC
Vineria 19;Piazzale Adriatico, 19, 00141 Roma RM, Italia;rosso;;;;+39 06 8718 1745;;;;0;1;0;0;1;0;0;1;1;0;0;0;12/03/25;41.9398414;12.5357144;;gentmo.c.-OLFRdb0YQz7stEbonlk
Vini & Cucina Blasi;Via di Torre Argentina, 12, 00186 Roma RM, Italia;rosso;;;;+39 06 6821 0049;;;;0;3;0;0;0;0;0;3;2;0;0;1;14/06/25;41.89677999999999;12.4764259;;gentmo.c.-OQezPi2XTYYIxxMzfHr
Vino Veritas;Via dei Castani, 266, 00171 Roma RM, Italia;rosso;x;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;;41.88902919999999;12.5653659;;gentmo.c.-OPIo94qOsin07pwqbBv
Vinsanto Vino & Cucina;Viale dei Bastioni di Michelangelo, 31, 00192 Roma RM, Italia;rosso;;;;+39 349 875 8916;;;;0;36;0;0;0;0;0;36;1;0;0;35;13/11/25;41.90716339999999;12.4560296;;gentmo.c.-OZP336BSfvG4HTkrHPG
VostrOsteria Roma;Via Girolamo Savonarola, 7, 00195 Roma RM, Italia;rosso;;;;+39 06 3529 4015;;;;0;1;0;0;0;0;0;1;1;0;0;0;25/05/25;41.9101807;12.4516396;;gentmo.c.-OR1X48Lz9xMDYaCjxNF
Vs Tabacchi;Largo Alberto Pepere, 10, 00151 Roma RM, Italia;rosso;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;;41.8700127;12.4397228;;gentmo.c.-OaKff-MyKx6TMBGnQwV
Vulcano Ponte Milvio;Via Flaminia, 479, 00191 Roma RM, Italia;rosso;;;;+39 06 841 6419;;;;0;0;0;0;0;0;0;0;0;0;0;0;;41.9381354;12.4679681;;gentmo.c.-ODICt24ksZbp4uBovkb
WAV ROMA;Via degli Zingari, 43, 00184 Roma RM, Italia;rosso;;;;+39 333 991 1346;;;;0;23;0;0;0;0;0;26;9;0;0;17;07/12/25;41.8952257;12.4924371;;gentmo.c.-OMcQa9UrE7mnYWmOeUX
We Gil (ex edificio della Gil);Largo Ascianghi, 5, 00153 Roma RM, Italia;rosso;;;;+39 334 684 1506;;;;0;0;0;0;0;0;0;1;1;0;0;0;16/05/25;41.8846662;12.4720794;;gentmo.c.-OPubK9ksy6xAYYx2Rog
White Rabbit;Via Spalato, 35/37/39, 00198 Roma RM, Italia;blu;;;;+39 06 9484 1424;;;;0;116;0;0;5;0;0;121;62;0;0;59;08/12/25;41.92307230000001;12.5152064;;gentmo.c.-OL6eY0UPSYQd6Sivyrk
Wisdomless Club;Via Sora, 33, 00186 Roma RM, Italia;rosso;;;;+39 06 6880 1823;;;;0;0;0;0;0;0;0;1;1;0;0;0;19/06/25;41.89785959999999;12.4702673;;gentmo.c.-OT8I8vCHMvfkyLsmhRm
Woods - Centocelle;Via dei Platani, 117, 00172 Roma RM, Italia;rosso;;;;+39 351 628 9382;;;;0;13;0;0;0;0;0;13;12;0;0;1;21/07/25;41.8811692;12.5678653;;gentmo.c.-OKQ_A6umDuqH8Hlar_0
Yellow Bar;Via Palestro, 40, 00185 Roma RM, Italia;rosso;;;;+39 06 446 3554;;;;0;0;0;0;0;0;0;0;0;0;0;0;;41.904907;12.5045377;;gentmo.c.-ODHUQpDZwLplZbWb5Ma
Zalib - Circolo Arci;Via della Penitenza, 35, 00165 Roma RM, Italia;rosso;x;;;+39 06 9611 5071;;;;0;0;0;0;0;0;0;0;0;0;0;0;;41.8941404;12.465219;;gentmo.c.-OJu-nrmjU3B_GbGGzgf
Zona Commerciale Centro Valli;Via Città Sant'Angelo, 15, 00132 Roma RM, Italia;rosso;;;;+39 06 2248 5690;;;;0;0;0;0;0;0;0;0;0;0;0;0;;41.907479;12.691978;;gentmo.c.-Ogw0E6NB1BbvROSJmCJ
bar della roma;Via Luigi Fincati, 9, 00154 Roma RM, Italia;rosso;;;;+39 393 435 2651;;;;0;5;0;0;0;0;0;5;5;0;0;0;02/07/25;41.8634539;12.4844218;;gentmo.c.-OOX76bBoKkmWHhz94vI
ev drink;Via Prenestina 230B, 00176 Roma Lazio, Italia;nero;;;;;;;;0;1;0;0;0;0;0;1;0;0;0;1;;41.8921594;12.5392378;;gentmo.c.-OgwHSGCTdzlcpj84Jgo
il Pizzicotto;Via Mattia Battistini, 149/129, 00167 Roma RM, Italia;rosso;;;;+39 06 614 6083;;;;0;1;0;0;0;0;0;1;0;0;0;1;;41.9092499;12.417327;;gentmo.c.-OaQ3zcoLIgx2DH1p6CR
satiSfaCtion Wine Pub;Via Aldo Sandulli, 88, 00156 Roma RM, Italia;rosso;;;;;;;;0;4;0;0;2;0;0;5;5;0;0;0;28/03/25;41.9481806;12.5863164;;gentmo.c.-OLLE3RTSuAAEtqAxcFp
